Polyglot,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEVEL_END_ACTION_RESTART,,Restart,Recommencer,Reiniciar,Neu starten,Riavvia,Reiniciar,,Повтор,,,,,Starta om,Herstarten,Restart,,Restart,重新开始,重新開始,재시작,,Újraindít,Restart,,,התחל מחדש,,,,
LEVEL_END_ACTION_MULTIPLAYER_INACTIVE,,Multiplayer Inactive,Multijoueur inactif,Multijugador inactivo,Mehrspieler inaktiv,Multigiocatore Inattivo,Multiplayer Inativo,,Мультиплеер неактивен,,,,,Flera spelare inaktiv,Multiplayer Inactief,,,マルチプレイヤーが無効,多人游戏无效,多人連線無效,멀티플레이어 비활성,,Többjátékos mód inaktív,,,,רב משתתפים אינו פעיל,,,,
LEVEL_END_ACTION_LOST_CONNECTION,,Connection Lost,Connexion perdue,Se perdió la conexión,Verbindung unterbrochen,Connessione Persa,Conexão Perdida,,Соединение потеряно,,,,,Anslutning Förlorad,Verbinding verloren,,,接続が切断されました,连接丢失,失去連線,연결 끊김,,Megszakadt a kapcsolat,,,,החיבור התנתק,,,,
LEVEL_END_ACTION_STARTUP_FAILED,,Startup Failed,Échec du démarrage,Arranque fallido,Starten fehlgeschlagen,Avvio Fallito,Falha na Inicialização,,Сбой запуска,,,,,Uppstart Misslyckades,Opstarten is mislukt,,,曲の開始に失敗しました,启动失败,啓動失敗,시작 실패,,Az indítás sikertelen,,,,הפעלה נכשלה,,,,
LEVEL_END_ACTION_HOST_ENDED_LEVEL,,Host Ended Level,Niveau arrêté par l'hôte,El host finalizó el nivel,Host hat Level beendet,L'host ha terminato il livello,Hospede Encerrou o Nível,,Хост завершил уровень,,,,,Värd avslutade nivån,Host heeft het level beëindigd,,,ホストがステージを終了,主机结束关卡,房主結束了遊戲,호스트 종료 레벨,,A gazdagép megszakította a játékot,,,,מנהל סיים את השלב,,,,
TITLE_QUIT_LOBBY_CONFIRMATION,,Quit Lobby,Quitter le salon,Salir del lobby,Lobby verlassen,Esci Dalla Lobby,Sair do Sala,,Выйти из лобби,,,,,Lämna lobbyn,Lobby Verlaten,,,ロビーを退出,退出大厅,退出大廳,로비 나가기,,Kilépés a lobbiból,,,,תוציא מהלובי,,,,
TEXT_QUIT_LOBBY_CONFIRMATION,,Are you sure you want to quit lobby?,Voulez-vous vraiment quitter le salon ?,¿Seguro que quieres salir del lobby?,"Bist du sicher, dass du die Lobby verlassen möchtest?",Sei sicuro di voler uscire dalla lobby?,Tem certeza de que deseja sair da sala?,,"Вы уверены, что хотите покинуть лобби?",,,,,Är du säker på att du vill lämna lobbyn?,Weet je zeker dat je de lobby wil verlaten?,,,本当にロビーから退出しますか？,你确定想要退出大厅吗?,你確定要退出大廳嗎?,로비를 나가시겠습니까?,,"Biztos, hogy ki akarsz lépni a lobbiból?",,,,אתם בטוחים שאתם רוצים לעזוב ללובי?,,,,
NO_BEATMAP_SELECTED,,No Beatmap Selected,Aucun morceau sélectionné,No hay Beatmap seleccionado,Keine Beatmap ausgewählt,Nessun Beatmap Selezionato,Nenhum Beatmap Selecionado,,Карты не выбраны,,,,,Ingen Beatmap vald,Geen Beatmap Geselecteerd,,,ビートマップ選択なし,尚未选择歌曲,未選擇譜面,선택된 비트맵 없음,,Nincs kiválasztva ütemtábla,,,,לא נבחר מפת שיר,,,,
NO_MODIFIERS,,No Modifiers,Aucun modificateur,Sin modificadores,Keine Modifikatoren,Nessun Modificatore,Sem Modificadores,,Нет модификаторов,,,,,Inga modifierare,Geen Modifiers,,,ルール変更なし,无修改项,無修改器,모디파이어 없음,,Nincs módosító,,,,ללא שינויים,,,,
LABEL_OST_AND_EXTRA,,OST & Extras,BO et suppléments,Banda sonora original y extras,OST & Extras,OST & Extras,OST & Extras,,OST & Дополнительные,,,,,OST & Extras,OST & Extras,,,OST & Extras,原声集和其他,原聲集和其他,OST 및 기타,,Eredeti dalok és extrák,,,,שירים מקוריים ותוספות,,,,
LABEL_CUSTOM_LEVELS,,Custom Levels,Niveaux personnalisés,Niveles personalizados,Benutzerdefinierte Level,Livelli Personalizzati,Níveis Personalizados,,Пользовательские уровни,,,,,Custom nivåer,Aangepaste Levels,,,カスタムステージ,自定义歌曲,自定義歌曲,커스텀 레벨,,Egyedi pályák,Nivele personalizate,,,שירים חיצוניים,,,,
LABEL_FAVORITES,,Favorites,Favoris,Favoritos,Favoriten,Preferiti,Favoritos,,Избранное,,,,,Favoriter,Favorieten,,,お気に入り,收藏夹,收藏夾,즐겨찾기,,Kedvencek,,,,מועדפים,,,,
LABEL_ALL_SONGS,,All Songs,Tous les morceaux,Todas las canciones,Alle Songs,Tutti i brani,Todas as Músicas,,Все песни,,,,,Alla låtar,Alle Nummers,,,すべての曲,全部歌曲,全部歌曲,모든 곡,,Összes dal,,,,כל השירים,,,,
TITLE_FILTER_PARAMETERS,,Filter Parameters,Paramètres de filtre,Filtrar parámetros,Parameter filtern,Parametri Del Filtro,Parâmetros de Filtro,,Параметры фильтра,,,,,Filtrera parametrar,Filter Parameters,,,フィルター条件,筛选参数,篩選參數,필터 종류,,Szűrőparaméterek,,,,סנן פרמטרים,,,,
LABEL_NO_FILTERS,,No Filters,Aucun filtre,Sin filtros,Keine Filter,Nessun Filtro,Sem Filtros,,Без фильтров,,,,,Inga filter,Geen Filters,,,フィルターなし,无筛选,無篩選器,필터 없음,,Nincs szűrés,,,,ללא סינון,,,,
LABEL_FILTER_BY_CHARACTERISTIC,,Filter By Characteristics,Filtrer par caractéristique,Filtrar por características,Nach Eigenschaft filtern,Filtra Per Caratteristiche,Filtrar por Características,,Фильтр по характеристикам,,,,,Filtrera efter egenskaper,Filter op Eigenschappen,,,特徴でフィルター,按类型筛选,按類型篩選,특징으로 필터링,,Szűrés jellemzők szerint,,,,סנן לפי מאפיינים,,,,
LABEL_CHARACTERISTIC,,Characteristics,Caractéristiques,Características,Eigenschaften,Caratteristiche,Características,,Характеристики,,,,,Egenskaper,Eigenschappen,,,特徴,类型,類型,특징,,Jellemzők,,,,מאפיינים,,,,
LABEL_CLEAR,,Clear,Effacer,Borrar,Löschen,Elimina,Limpar,,Очистить,,,,,Töm,Wissen,,,クリア,清除,清除,지우기,,Törlés,,,,נקה,,,,
MP_WAITING_FOR_OTHER_PLAYERS,,Waiting for Other Players,En attente des autres joueurs,Esperando a otros jugadores,Warte auf andere Spieler,In attesa degli altri giocatori,Aguardando Outros Jogadores,,Ожидание других игроков,,,,,Väntar på fler spelare,Wachten op Andere Spelers,,,他のプレイヤーを待っています,正在等待其他玩家,正在等待其他玩家,다른 플레이어 기다리는 중,,Várakozás további játékosokra,,,,מחכה לשחקים אחרים,,,,
PLAYERS_GET_READY,,Players Get Ready,Tenez-vous prêts,"Jugadores, prepárense","Spieler, macht euch bereit",I Giocatori Sono Pronti,Jogadores Estão Prontos,,Игрокам приготовиться,,,,,Spelare gör er klara,Spelers klaarmaken,,,プレイヤーの準備が完了,玩家们准备就绪,玩家準備就緒,플레이어는 준비하세요,,"Játékosok, felkészülni!",,,,התכוננו שחקנים,,,,
IN_GAME_PLAYER_LABEL,,Player,Joueur,Jugador,Spieler,Giocatore,Jogador,,Игрок,,,,,Spelare,Speler,,,プレイヤー,玩家,玩家,플레이어,,Játékos,,,,שחקן/ית,,,,
NEXT_BEATMAP,,Next Beatmap,Prochain morceau,Siguiente Beatmap,Nächste Beatmap,Prossimo Beatmap,Próximo Beatmap,,Следующая песня,,,,,Nästa Beatmap,Volgende Beatmap,,,次のビートマップ,下一首歌曲,下一張譜,다음 비트맵,,Következő ütemtábla,,,,מפת השיר הבאה,,,,
NO_BEATMAP,,No Beatmap,Aucun morceau,Sin Beatmap,Keine Beatmap,Nessun Beatmap,Sem Beatmap,,Нет песни,,,,,Ingen Beatmap,Geen Beatmap,,,ビートマップなし,无歌曲,沒有譜,비트맵 없음,,Nincs ütemtábla,,,,ללא מפת שיר,,,,
KICK_PLAYER,,Kick,Expulser,Expulsar,Rauswerfen,Espelli,Expulsar,,Выгнать,,,,,Sparka,Kick,,,キック,踢出,踢出,추방,,Kirúg,,,,להעיף,,,,
USE_BUTTON,,Use,Utiliser,Usar,Benutzen,Usa,Usar,,Использовать,,,,,Använd,Gebruik,,,使用,使用,使用,사용,,Használ,,,,השתמש,,,,
TITLE_AVATAR,,Avatar,Avatar,Avatar,Avatar,Avatar,Avatar,,Аватар,,,,,Avatar,Avatar,,,アバター,角色造型,角色造型,아바타,,Avatár,,,,דמות,,,,
AVATAR_FACIAL_HAIR,,Facial Hair,Pilosité faciale,Vello facial,Gesichtsbehaarung,Peli del Viso,Pelos Faciais,,Волосы на лице,,,,,Ansiktshår,Gezichtshaar,,,顔ひげ,胡须,鬍子,수염,,Arcszőrzet,,,,שיער פנים,,,,
AVATAR_HANDS,,Hands,Mains,Manos,Hände,Mani,Mãos,,Руки,,,,,Händer,Handen,,,手,手部,手,손,,Kezek,,,,ידיים,,,,
AVATAR_SKIN,,Skin,Peau,Piel,Haut,Pelle,Pele,,Кожа,,,,,Skinn,Huid,,,肌,肤色,膚色,피부,,Bőr,,,,צבע גוף,,,,
AVATAR_HAIR,,Hair,Cheveux,Cabello,Haare,Capelli,Cabelo,,Прическа,,,,,Hår,Haar,,,髪,头发,髮型,머리,,Haj,,,,שיער,,,,
AVATAR_EYES,,Eyes,Yeux,Ojos,Augen,Occhi,Olhos,,Глаза,,,,,Ögon,Ogen,,,目,眼睛,眼睛,눈,,Szemek,,,,עיניים,,,,
AVATAR_MOUTH,,Mouth,Bouche,Boca,Mund,Bocca,Boca,,Рот,,,,,Mun,Mond,,,口,嘴,嘴,입,,Száj,,,,פה,,,,
AVATAR_GLASSES,,Glasses,Lunettes,Anteojos,Brille,Occhiali,Óculos,,Очки,,,,,Glasögon,Bril,,,メガネ,眼镜,眼鏡,안경,,Szemüveg,,,,משקפיים,,,,
FILTER_BY_OWNED_SONGS,,Owned Songs,Morceaux possédés,Canciones propias,Songs in Besitz,Brani Posseduti,Músicas Adquiridas,,Приобретенные песни,,,,,Ägda låtar,Eigen Nummers,,,所有している曲,已拥有歌曲,已擁有的歌曲,보유곡,,Megvásárolt dalok,,,,שירים שקינתה,,,,
FILTER_BY_NOT_PLAYED_YET,,Not Played Yet,Pas encore essayé,Sin jugar,Noch nicht gespielt,Non Ancora Giocato,Ainda Não Jogou,,Еще не сыграно,,,,,Inte spelat ännu,Nog Niet Gespeeld,,,未プレイ,尚未游玩,尚未遊玩,미도전,,Még nem játszott,,,,לא שוחק עדיין,,,,
FILTER_BY_MIN_BPM,,Filter by Min BPM,Filtrer par tempo minimum,Filtrar por Mín de BPM,Nach min. BPM filtern,Filtra per Min BPM,Filtrar por BPM Mínimo,,Фильтр по Мин. BPM,,,,,Filtrera efter minimum BPM,Filter op Min. BPM,,,最低BPMでフィルター,限制最低BPM,按最低BPM篩選,최소 BPM으로 필터링,,Szűrés minimum BPM által,,,,סנן לפי BPM מינימלי,,,,
MIN_BPM,,Min BPM,Tempo minimum,Mín de BPM,Min. BPM,Min BPM,BPM Mínimo,,Мин. BPM,,,,,Minimum BPM,Min. BPM,,,最低BPM,最低BPM,最低BPM,최소 BPM,,Minimum BPM,,,,BPM מינימלי,,,,
FILTER_BY_MAX_BPM,,Filter by Max BPM,Filtrer par tempo maximum,Filtrar por Máx de BPM,Nach max. BPM filtern,Filtra per Max BPM,Filtrar por BPM Máximo,,Фильтр по Макс. BPM,,,,,Filtrera efter Max BPM,Filter op Max. BPM,,,最高BPMでフィルター,限制最高BPM,按最高BPM篩選,최대 BPM으로 필터링,,Szűrés maximum BPM által,,,,סנן לפי BPM מקסימלי,,,,
MAX_BPM,,Max BPM,Tempo maximum,Máx de BPM,Max. BPM,Max BPM,BPM Máximo,,Макс. BPM,,,,,Max BPM,Max. BPM,,,最高BPM,最高BPM,最高BPM,최대 BPM,,Maximum BPM,,,,BPM מקסימלי,,,,
LABEL_FILTER_BY_TEXT,,Filter by Text,Filtrer par texte,Filtrar por texto,Nach Text filtern,Filtra per testo,Filtrar por Texto,,Фильтр по тексту,,,,,Filtrera efter Text,Filter op Tekst,,,テキストでフィルター,按文字筛选,按文字篩選,텍스트로 필터링,,Szűrés szöveg szerint,,,,סנן לפי הטקסט,,,,
LABEL_TEXT,,Text,Texte,Texto,Text,Testo,Texto,,Текст,,,,,Text,Tekst,,,テキスト,文字,文字,텍스트,,Szöveg,,,,טקסט,,,,
NO_ALLOWED_BEATMAP_INFO,,This level doesn't contain any allowed characteristic or difficulty,Ce niveau ne contient aucune difficulté ou caractéristique autorisée,Este nivel no contiene ninguna característica o dificultad permitida,Dieses Level enthält keine erlaubten Eigenschaften oder Schwierigkeitsgrade,Questo livello non contiene nessuna caratteristica o difficoltà consentita,Este nível não contém nenhuma característica ou dificuldade permitida,,Этот уровень не содержит допустимых характеристик или сложности,,,,,Denna nivå innehåller ingen tillåten egenskap eller svårighet,Dit level bevat geen toegestane eigenschappen of moeilijkheidsgraden,,,この楽曲には、許可された譜面・ステージが含まれていません,此关卡不包含任何允许的特征或难度,此關卡不包含任何可用的特殊模式或難度,이 레벨은 허용된 특징이나 난이도를 포함하지 않습니다,,Ez a szint nem tartalmaz egy megengedett jellemzőt vagy nehézséget sem,,,,בשלב לא קיים דברים או רמת קושי מורשות,,,,
BUTTON_RANDOMIZE,,Randomize,Aléatoire,Aleatorizar,Zufällig,Casualizza,Aleatorizar,,Случайно,,,,,Randomisera,Willekeurig bepalen,,,ランダム,随机,隨機,무작위,,Véletlenszerű,,,,רנדומלי,,,,
AVATAR_CLOTHES_BASKET,,Basket,Débardeur,Básquet,Korb,Cestino,Basket,,Баскетбол,,,,,Korg,Winkelmandje,,,バスケット,篮球服,籃球服,바스켓,,Basket,,,,חולצת כדורסל,,,,
AVATAR_CLOTHES_DRESS,,Dress,Jupe,Vestido,Kleid,Abito,Vestido,,Форма,,,,,Klänning,Jurk,,,ドレス,连衣裙,連衣裙,드레스,,Dressz,,,,שמלה,,,,
AVATAR_CLOTHES_HOODIE,,Hoodie,Sweat à capuche,Sudadera,Kapuzenpullover,Felpa con Cappuccio,Moletom,,Худи,,,,,Hoodie,Hoodie,,,パーカー,连帽衫,連帽衫,후디,,Kapucnis,,,,סווטשרט,,,,
AVATAR_CLOTHES_JACKET,,Jacket,Blouson,Chamarra,Jacke,Giacca,Jaqueta,,Жакет,,,,,Jacka,Jas,,,ジャケット,夹克,夾克,재킷,,Dzseki,,,,ג'קט,,,,
AVATAR_CLOTHES_JUMPSUIT,,Jumpsuit,Salopette,Jumpsuit,Overall,Tuta da Paracadutista,Jumpsuit,,Комбинезон,,,,,Jumpsuit,Jumpsuit,,,ジャンプスーツ,连身裤,連身褲,점프슈트,,Kezeslábas,,,,סרבל,,,,
AVATAR_CLOTHES_ROCK,,Rock,Rock,Rock,Stein,Rock,Rock,,Рокер,,,,,Rock,Rock,,,ロック,摇滚风,搖滾風,록,,Rockos,,,,רוק,,,,
AVATAR_CLOTHES_TRACKSUIT,,Tracksuit,Survêtement,Pantalonera,Trainingsanzug,Tuta Sportiva,Traje,,Спорт. костюм,,,,,Träningsoverall,Trainingspak,,,トラックスーツ,运动装,運動裝,트랙슈트,,Melegítő,,,,באולינג,,,,
AVATAR_CLOTHES_VEST,,Vest,Veste,Camiseta,Weste,Giubotto,Colete,,Жилет,,,,,Vest,Hesje,,,ベスト,背心,背心,조끼,,Mellény,,,,אפוד,,,,
AVATAR_EYES_EYES1,,1,1,1,1,1,1,,1,,,,,1,1,,,1,1,1,1,,1,,,,1,,,,
AVATAR_EYES_EYES2,,2,2,2,2,2,2,,2,,,,,2,2,,,2,2,2,2,,2,,,,2,,,,
AVATAR_EYES_EYES3,,3,3,3,3,3,3,,3,,,,,3,3,,,3,3,3,3,,3,,,,3,,,,
AVATAR_EYES_EYES4,,4,4,4,4,4,4,,4,,,,,4,4,,,4,4,4,4,,4,,,,4,,,,
AVATAR_EYES_EYES5,,5,5,5,5,5,5,,5,,,,,5,5,,,5,5,5,5,,5,,,,5,,,,
